,# features,vectorization time [s],train accuracy [%],test accuracy [%],training time [s],vectorization,tokenizer,stop_words,ngram range,max features,z-score,columns,sparse,model,activation,C,widths,# epochs,learning rate,batch size
118,100,0.97,52.3331,52.1604,1.52,tf-idf,None,,"(1, 1)",100.0,False,['title'],True,LinearSVM,,10.0,,100,0.01,35918
119,100,0.97,60.1732,60.2339,1.6,tf-idf,None,,"(1, 1)",100.0,False,['title'],True,LinearSVM,,50.0,,100,0.01,35918
120,1000,0.93,52.3331,52.1604,0.35,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,1,0.01,100
121,1000,0.93,52.3331,52.1604,0.01,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,1,0.01,35918
122,1000,0.93,71.4127,71.971,3.81,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,10,0.01,100
123,1000,0.93,52.3331,52.1604,0.12,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,10,0.01,35918
124,1000,0.93,90.676,90.8686,36.6,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,100,0.01,100
125,1000,0.93,52.3331,52.1604,0.77,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LogisticRegression,,,,100,0.01,35918
126,1000,0.93,52.3331,52.1604,0.64,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,1,0.01,100
127,1000,0.93,52.3331,52.1604,0.6,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,1,0.01,100
128,1000,0.93,52.3331,52.1604,0.63,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,1,0.01,100
129,1000,0.93,52.3331,52.1604,0.05,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,1,0.01,35918
130,1000,0.93,52.3331,52.1604,0.05,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,1,0.01,35918
131,1000,0.93,52.3331,52.1604,0.03,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,1,0.01,35918
132,1000,0.93,52.3331,52.1604,5.71,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,10,0.01,100
133,1000,0.93,52.3331,52.1604,5.67,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,10,0.01,100
134,1000,0.93,52.3331,52.1604,5.75,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,10,0.01,100
135,1000,0.93,52.3331,52.1604,0.34,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,10,0.01,35918
136,1000,0.93,52.3331,52.1604,0.35,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,10,0.01,35918
137,1000,0.93,52.3331,52.1604,0.36,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,10,0.01,35918
138,1000,0.93,52.3331,52.1604,56.23,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,100,0.01,100
139,1000,0.93,52.3331,52.1604,60.45,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,100,0.01,100
140,1000,0.93,52.3331,52.1604,56.7,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,100,0.01,100
141,1000,0.93,52.3331,52.1604,2.81,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,1.0,,100,0.01,35918
142,1000,0.93,52.3331,52.1604,3.08,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,10.0,,100,0.01,35918
143,1000,0.93,52.3331,52.1604,2.84,tf-idf,None,,"(1, 1)",1000.0,False,['title'],True,LinearSVM,,50.0,,100,0.01,35918
144,19616,0.94,52.3331,52.1604,0.78,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,1,0.01,100
145,19616,0.94,52.3331,52.1604,0.01,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,1,0.01,35918
146,19616,0.94,53.7669,53.5301,8.07,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,10,0.01,100
147,19616,0.94,52.3331,52.1604,0.2,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,10,0.01,35918
148,19616,0.94,91.9066,91.6815,77.78,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,100,0.01,100
149,19616,0.94,52.3331,52.1604,1.25,tf-idf,None,,"(1, 1)",,False,['title'],True,LogisticRegression,,,,100,0.01,35918
150,19616,0.94,52.3331,52.1604,1.2,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,1,0.01,100
151,19616,0.94,52.3331,52.1604,1.27,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,1,0.01,100
152,19616,0.94,52.3331,52.1604,1.19,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,1,0.01,100
153,19616,0.94,52.3331,52.1604,0.05,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,1,0.01,35918
154,19616,0.94,52.3331,52.1604,0.06,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,1,0.01,35918
155,19616,0.94,52.3331,52.1604,0.06,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,1,0.01,35918
156,19616,0.94,52.3331,52.1604,10.53,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,10,0.01,100
157,19616,0.94,52.3331,52.1604,9.39,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,10,0.01,100
158,19616,0.94,52.3331,52.1604,8.83,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,10,0.01,100
159,19616,0.94,52.3331,52.1604,0.39,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,10,0.01,35918
160,19616,0.94,52.3331,52.1604,0.43,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,10,0.01,35918
161,19616,0.94,52.3331,52.1604,0.41,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,10,0.01,35918
162,19616,0.94,52.3331,52.1604,88.87,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,100,0.01,100
163,19616,0.94,52.3331,52.1604,88.82,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,100,0.01,100
164,19616,0.94,52.3331,52.1604,94.29,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,100,0.01,100
165,19616,0.94,52.3331,52.1604,3.11,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,1.0,,100,0.01,35918
166,19616,0.94,52.3331,52.1604,3.13,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,10.0,,100,0.01,35918
167,19616,0.94,52.3331,52.1604,3.24,tf-idf,None,,"(1, 1)",,False,['title'],True,LinearSVM,,50.0,,100,0.01,35918
168,100,0.88,86.9063,87.4944,0.08,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,1,0.01,100
169,100,0.88,86.291,86.9042,0.01,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,1,0.01,35918
170,100,0.88,88.1786,88.6303,0.75,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,10,0.01,100
171,100,0.88,86.3077,86.9154,0.07,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,10,0.01,35918
172,100,0.88,88.6686,89.2762,7.7,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,100,0.01,100
173,100,0.88,86.4887,87.0045,0.6,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LogisticRegression,,,,100,0.01,35918
174,100,0.88,86.3467,87.0601,0.25,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,1,0.01,100
175,100,0.88,86.536,86.9042,0.3,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,1,0.01,100
176,100,0.88,83.9273,84.1425,0.22,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,1,0.01,100
177,100,0.88,86.291,86.9042,0.02,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,1,0.01,35918
178,100,0.88,86.291,86.9042,0.02,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,1,0.01,35918
179,100,0.88,86.291,86.9042,0.01,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,1,0.01,35918
180,100,0.88,86.4358,86.8708,2.39,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,10,0.01,100
181,100,0.88,86.948,87.5835,2.47,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,10,0.01,100
182,100,0.88,83.6127,84.1203,2.51,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,10,0.01,100
183,100,0.88,86.3049,86.9042,0.18,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,10,0.01,35918
184,100,0.88,86.3996,86.8486,0.11,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,10,0.01,35918
185,100,0.88,88.1285,88.7416,0.13,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,10,0.01,35918
186,100,0.88,86.4386,87.0156,23.4,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,100,0.01,100
187,100,0.88,86.7476,87.2383,23.19,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,100,0.01,100
188,100,0.88,83.2507,83.6526,23.01,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,100,0.01,100
189,100,0.88,86.4803,87.0379,1.27,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,1.0,,100,0.01,35918
190,100,0.88,87.5355,88.3408,0.76,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,10.0,,100,0.01,35918
191,100,0.88,88.3345,88.8307,0.82,tf-idf,None,,"(1, 1)",100.0,True,['title'],True,LinearSVM,,50.0,,100,0.01,35918
192,1000,0.8,93.1121,92.539,0.09,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,1,0.01,100
193,1000,0.8,92.0513,91.6704,0.01,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,1,0.01,35918
194,1000,0.8,94.6434,94.1537,0.85,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,10,0.01,100
195,1000,0.8,92.0875,91.7706,0.11,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,10,0.01,35918
196,1000,0.8,95.331,94.6102,7.73,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,100,0.01,100
197,1000,0.8,92.4272,92.049,0.78,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LogisticRegression,,,,100,0.01,35918
198,1000,0.8,92.1126,91.8597,0.25,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,1,0.01,100
199,1000,0.8,88.5155,87.8508,0.37,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,1,0.01,100
200,1000,0.8,86.8979,86.3586,0.27,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,1,0.01,100
201,1000,0.8,92.0513,91.6704,0.01,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,1,0.01,35918
202,1000,0.8,92.0513,91.6704,0.02,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,1,0.01,35918
203,1000,0.8,92.0513,91.6704,0.02,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,1,0.01,35918
204,1000,0.8,92.1544,91.7817,2.46,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,10,0.01,100
205,1000,0.8,88.4097,88.1514,2.49,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,10,0.01,100
206,1000,0.8,87.477,88.0846,2.4,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,10,0.01,100
207,1000,0.8,92.0541,91.7149,0.25,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,10,0.01,35918
208,1000,0.8,93.3153,92.9399,0.22,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,10,0.01,35918
209,1000,0.8,94.8466,94.1537,0.12,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,10,0.01,35918
210,1000,0.8,92.4105,92.1826,23.49,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,100,0.01,100
211,1000,0.8,88.4821,88.2628,23.75,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,100,0.01,100
212,1000,0.8,87.3016,86.8151,23.44,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,100,0.01,100
213,1000,0.8,92.6444,92.2829,1.74,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,1.0,,100,0.01,35918
214,1000,0.8,94.6935,94.2762,0.91,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,10.0,,100,0.01,35918
215,1000,0.8,95.2503,94.4989,0.91,tf-idf,None,,"(1, 1)",1000.0,True,['title'],True,LinearSVM,,50.0,,100,0.01,35918
216,19616,0.89,98.3045,95.7684,0.24,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,1,0.01,100
217,19616,0.89,96.2331,94.4321,0.01,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,1,0.01,35918
218,19616,0.89,99.7132,96.1804,2.36,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,10,0.01,100
219,19616,0.89,96.3584,94.5323,0.09,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,10,0.01,35918
220,19616,0.89,100.0,95.5457,21.83,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,100,0.01,100
221,19616,0.89,97.2632,95.1114,0.85,tf-idf,None,,"(1, 1)",,True,['title'],True,LogisticRegression,,,,100,0.01,35918
222,19616,0.89,92.5525,90.7572,0.69,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,1,0.01,100
223,19616,0.89,88.2343,85.7906,0.43,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,1,0.01,100
224,19616,0.89,86.575,85.1114,0.52,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,1,0.01,100
225,19616,0.89,96.2331,94.4321,0.04,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,1,0.01,35918
226,19616,0.89,96.2331,94.4321,0.03,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,1,0.01,35918
227,19616,0.89,96.2331,94.4321,0.03,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,1,0.01,35918
228,19616,0.89,92.8198,90.4454,4.02,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,10,0.01,100
229,19616,0.89,87.2432,85.5568,3.95,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,10,0.01,100
230,19616,0.89,87.3796,85.1114,4.01,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,10,0.01,100
231,19616,0.89,96.2275,94.4543,0.38,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,10,0.01,35918
232,19616,0.89,99.2733,95.8686,0.17,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,10,0.01,35918
233,19616,0.89,98.491,93.608,0.13,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,10,0.01,35918
234,19616,0.89,92.7028,90.3786,39.4,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,100,0.01,100
235,19616,0.89,87.6218,86.0579,36.76,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,100,0.01,100
236,19616,0.89,86.4525,84.6771,37.53,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,100,0.01,100
237,19616,0.89,98.285,95.5457,2.03,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,1.0,,100,0.01,35918
238,19616,0.89,99.9248,94.2984,1.07,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,10.0,,100,0.01,35918
239,19616,0.89,99.4543,93.2739,0.92,tf-idf,None,,"(1, 1)",,True,['title'],True,LinearSVM,,50.0,,100,0.01,35918
